"wildfire","datetime","city","state","population","latitude","longitude","computed_daynight_sza","brightness"
0,2020-03-04 21:13:05.891759,NA,NA,NA,-22.5135114056431,140.192484048607,"N",0
0,2020-04-19 20:04:35.144063,NA,NA,NA,-19.9213326626852,136.963332303671,"D",0
0,2020-08-25 08:44:38.287925,"Strathalbyn","South Australia",6429,-35.2644715727826,138.983974435509,"D",0
0,2020-12-07 10:09:09.229327,"Merimbula","New South Wales",3544,-36.7543001559259,149.298680812978,"D",0
0,2020-08-18 06:16:03.399793,NA,NA,NA,-27.3348725050418,124.460693385138,"N",0
0,2020-02-25 19:50:58.109732,NA,NA,NA,-23.3634236180788,136.239914977058,"D",0
0,2020-12-25 09:56:07.383616,NA,NA,NA,-20.6222299435173,127.364299020914,"D",0
0,2020-08-07 08:11:58.811205,NA,NA,NA,-20.1777020816438,128.268775861058,"D",0
0,2020-04-20 08:35:45.274383,NA,NA,NA,-20.3305559979261,126.870270920836,"D",0
0,2020-07-26 10:31:04.780071,NA,NA,NA,-18.9585198613802,143.601816514172,"D",0
0,2020-08-01 09:33:30.868174,"Glenella","Queensland",4519,-21.8112420971088,148.279399078405,"N",0
0,2020-07-09 20:47:48.679049,"Perth","Western Australia",2141834,-30.4745953844951,115.651636743886,"D",0
0,2020-11-14 20:18:52.870295,"Kingaroy","Queensland",10020,-26.4402021546718,150.077439293419,"D",0
0,2020-12-13 20:05:19.389801,"Roxby Downs","South Australia",3671,-31.6618807023538,135.922490417141,"D",0
0,2020-05-10 19:34:59.403116,NA,NA,NA,-25.2117423073051,125.482233937538,"D",0
0,2020-04-30 20:50:05.738576,NA,NA,NA,-15.6171445522209,129.014937334134,"N",0
0,2020-03-22 20:30:44.617943,NA,NA,NA,-21.5086548479021,140.060588145448,"D",0
0,2020-01-24 17:52:57.589139,NA,NA,NA,-21.9311960257703,131.429110531736,"D",0
0,2020-09-01 17:42:34.30143,NA,NA,NA,-18.0401432942571,140.879543071663,"N",0
0,2020-08-07 09:34:31.803252,"Scone","New South Wales",5013,-31.9300556705611,151.475318178351,"N",0
0,2020-03-08 10:14:18.504508,NA,NA,NA,-25.283081795988,137.961666087936,"D",0
0,2020-11-09 19:16:53.152211,NA,NA,NA,-27.2687014539236,128.25254411525,"D",0
0,2020-07-07 21:09:24.141311,NA,NA,NA,-26.9695830736384,122.457293425013,"N",0
0,2020-12-16 20:54:54.481001,NA,NA,NA,-26.8421450944538,129.259395443693,"N",0
0,2020-12-25 10:38:31.584187,NA,NA,NA,-21.0683762015046,119.798086428368,"N",0
0,2020-07-07 09:03:22.747993,NA,NA,NA,-20.2746533494102,136.441235959755,"N",0
0,2020-04-11 08:44:54.687011,"Armidale","New South Wales",21312,-30.9697297020688,151.685317150804,"N",0
0,2020-05-21 11:35:44.179462,"Bourke","New South Wales",1535,-30.2887060096878,144.255276684035,"D",0
0,2020-10-21 20:59:56.62037,NA,NA,NA,-26.2944835817774,148.936850782788,"N",0
0,2020-11-16 09:29:43.226346,NA,NA,NA,-26.935522211735,143.925442259592,"D",0
0,2020-08-20 17:00:23.860489,NA,NA,NA,-32.9167247442075,135.488564083849,"N",0
0,2020-11-09 19:18:19.523601,NA,NA,NA,-20.0767074568997,130.898238398293,"D",0
0,2020-04-18 20:46:57.234227,NA,NA,NA,-25.7024881352027,134.009040627667,"D",0
0,2020-09-02 07:33:56.298786,"Maffra","Victoria",4548,-38.2779377240582,147.012389981175,"N",0
0,2020-05-11 21:25:51.271933,NA,NA,NA,-16.0181657302175,125.920634153706,"D",0
0,2020-07-21 20:21:28.118421,"West Wyalong","New South Wales",2698,-34.0514816417095,146.674731350265,"N",0
0,2020-07-06 20:02:36.365502,"Waikerie","South Australia",1670,-34.1286751823965,139.820191850236,"D",0
0,2020-01-19 21:26:52.951485,NA,NA,NA,-23.8805466572044,136.572148956952,"D",0
0,2020-09-19 21:54:29.072919,"Esperance","Western Australia",2080,-33.5239358234772,121.782219946053,"N",0
0,2020-12-05 18:16:58.406714,NA,NA,NA,-25.0909045390287,128.012771983215,"D",0
0,2020-05-04 10:22:47.119501,"Moama","New South Wales",7213,-36.233759949952,144.331748620631,"D",0
0,2020-08-26 20:27:41.247122,"Red Cliffs","Victoria",3070,-34.3401868582077,141.82192492422,"D",0
0,2020-09-02 07:16:43.638003,"Mount Gambier","South Australia",25591,-37.4015462963614,141.630278428607,"D",0
0,2020-08-31 08:09:19.112307,NA,NA,NA,-23.5424103754086,115.476319615882,"N",0
0,2020-02-16 10:12:25.609693,"Lakes Entrance","Victoria",6071,-37.7797109662174,147.821879695517,"D",0
0,2020-02-26 18:43:47.586205,"Trafalgar","Victoria",3839,-38.2262847261121,146.228576963917,"N",0
0,2020-03-26 21:09:12.336448,NA,NA,NA,-20.6675867602234,137.51569471202,"D",0
0,2020-01-16 20:39:48.541247,NA,NA,NA,-24.8082748077132,131.51494965563,"D",0
0,2020-01-27 21:12:59.958207,NA,NA,NA,-25.9465635668591,129.978376542355,"N",0
0,2020-03-14 08:12:49.963305,NA,NA,NA,-32.3799806503986,143.611659240092,"D",0
0,2020-09-27 19:46:38.004971,NA,NA,NA,-28.3423681844046,135.818977504291,"D",0
0,2020-05-11 09:16:05.71466,NA,NA,NA,-18.1627364403053,138.542243856607,"D",0
0,2020-11-26 20:31:42.353002,NA,NA,NA,-31.6225582925,133.828397838013,"D",0
0,2020-08-17 09:17:17.346087,NA,NA,NA,-20.5106227714656,144.496565279214,"N",0
0,2020-12-24 20:25:38.223834,"Proserpine","Queensland",3440,-20.6099695379173,148.32148379693,"N",0
0,2020-07-18 20:55:32.896221,NA,NA,NA,-19.8264075962614,131.022992005081,"D",0
0,2020-01-08 20:14:51.34609,"Rasmussen","Queensland",4456,-19.518309514728,146.745365162283,"D",0
0,2020-05-21 23:29:23.871985,NA,NA,NA,-24.8349939274133,119.049864912385,"D",0
0,2020-07-15 21:57:27.089321,NA,NA,NA,-16.6240178209473,133.922480767889,"N",0
0,2020-06-06 08:36:08.332191,NA,NA,NA,-27.3586037098005,133.657152500101,"N",0
0,2020-12-15 20:33:35.529115,NA,NA,NA,-26.345622674918,137.443208633604,"N",0
0,2020-03-12 18:32:30.218596,NA,NA,NA,-18.7732196331465,143.751602113261,"D",0
0,2020-07-14 08:56:07.545096,NA,NA,NA,-14.2981900998395,143.622509769186,"D",0
0,2020-02-22 20:15:18.95926,NA,NA,NA,-25.2129108859855,138.483964934797,"D",0
0,2020-09-25 19:43:34.450051,NA,NA,NA,-18.2401271732359,140.47030214612,"N",0
0,2020-06-22 21:34:36.223927,NA,NA,NA,-26.6615946173127,131.676354290871,"N",0
0,2020-07-26 21:39:48.060931,NA,NA,NA,-29.7089514431918,128.764294824551,"D",0
0,2020-12-20 08:06:47.009749,"Boulder","Western Australia",4825,-29.4281433264763,121.465233719444,"N",0
0,2020-08-05 20:24:41.40179,NA,NA,NA,-15.4885789370989,135.114847030586,"N",0
0,2020-07-14 09:47:30.674892,NA,NA,NA,-24.1705527806948,130.992808715917,"D",0
0,2020-06-12 19:49:32.592505,NA,NA,NA,-30.2164756066108,131.93572127812,"D",0
0,2020-08-19 07:13:20.452053,NA,NA,NA,-27.1259114178324,120.614271787968,"D",0
0,2020-05-21 12:27:28.554517,NA,NA,NA,-30.6926324905271,117.924473245956,"D",0
0,2020-11-03 21:17:00.618625,"Esperance","Western Australia",2080,-33.4106293662795,122.13653295716,"D",0
0,2020-12-10 21:39:47.646406,NA,NA,NA,-15.5999775310892,130.633985693811,"N",0
0,2020-06-08 21:30:01.107183,"Roxby Downs","South Australia",3671,-29.3226302990154,137.928648047921,"D",0
0,2020-04-19 18:22:02.927821,NA,NA,NA,-31.4608589038317,133.143447294089,"N",0
0,2020-06-19 10:04:02.463444,"Gilgandra","New South Wales",2417,-31.3047327221402,149.155463459982,"D",0
0,2020-03-26 19:22:22.653867,NA,NA,NA,-23.3354429886158,132.260943067841,"N",0
0,2020-08-26 09:22:39.003751,NA,NA,NA,-22.4067984265959,130.54339141786,"D",0
0,2020-08-16 20:32:07.483701,NA,NA,NA,-28.9758764368969,126.824482128492,"N",0
0,2020-05-24 20:40:21.951076,"Armidale","New South Wales",21312,-30.5562623600067,151.706875148375,"N",0
0,2020-02-25 20:51:15.056062,NA,NA,NA,-29.8334902098729,119.484086808743,"N",0
0,2020-01-24 19:24:09.177347,NA,NA,NA,-22.6608164571272,143.327590293788,"D",0
0,2020-11-16 19:16:53.381471,NA,NA,NA,-22.238607271136,141.271613351117,"N",0
0,2020-05-21 20:56:43.208031,NA,NA,NA,-28.6802026696483,121.243213440084,"D",0
0,2020-12-18 18:15:36.79821,NA,NA,NA,-28.5856001610718,119.733868959477,"N",0
0,2020-08-21 08:32:14.118894,NA,NA,NA,-20.3958233882499,133.612557790409,"N",0
0,2020-10-11 08:46:08.038777,NA,NA,NA,-25.5764122338612,127.350223235037,"D",0
0,2020-05-20 20:21:50.771683,NA,NA,NA,-25.7572005086681,129.337312280341,"D",0
0,2020-10-08 09:27:43.380831,NA,NA,NA,-22.5030459691095,121.551954081,"D",0
0,2020-09-01 08:35:55.683743,NA,NA,NA,-19.927399338523,125.39706573637,"N",0
0,2020-07-18 20:58:44.302166,NA,NA,NA,-15.7478208878083,131.345594051704,"N",0
0,2020-08-15 09:14:41.031884,NA,NA,NA,-24.4455635804962,124.954883701137,"N",0
0,2020-01-24 09:58:08.911911,NA,NA,NA,-26.4431030671159,116.077174327833,"D",0
0,2020-10-14 21:49:07.157359,"Loxton","South Australia",3947,-34.8201794933864,141.128874075173,"N",0
0,2020-08-12 09:46:49.299159,NA,NA,NA,-23.7718795934106,147.467608048626,"D",0
0,2020-01-05 20:32:02.06742,"Esperance","Western Australia",2080,-33.0597658969696,122.943767562966,"D",0
0,2020-03-15 20:17:03.157942,NA,NA,NA,-22.2354532749986,126.009352849052,"N",0
0,2020-01-27 20:33:32.502294,NA,NA,NA,-23.0603795241633,121.384151930095,"N",0
0,2020-10-18 10:23:13.345558,NA,NA,NA,-20.4862936049727,121.774244482933,"D",0
0,2020-05-04 19:45:40.186847,NA,NA,NA,-25.1137270839623,124.591032875338,"D",0
0,2020-07-25 10:15:20.543989,"Griffith","New South Wales",18196,-33.9582718136646,146.258796109563,"D",0
0,2020-09-19 10:53:31.767953,NA,NA,NA,-25.0445537650734,115.819072349381,"D",0
0,2020-06-23 20:57:07.190322,"Swan Hill","Victoria",9864,-35.249395777732,143.222187000635,"D",0
0,2020-05-18 20:48:44.419938,"Kingaroy","Queensland",10020,-26.031710997961,151.489441126554,"D",0
0,2020-10-02 20:15:12.731252,NA,NA,NA,-25.1319380152269,130.507856586311,"D",0
0,2020-04-19 21:10:21.892128,"Kyabram","Victoria",7331,-36.5370913137775,144.953722687738,"N",0
0,2020-11-03 10:00:35.025355,NA,NA,NA,-29.6595745329289,142.861643804111,"D",0
0,2020-03-18 19:30:15.110408,NA,NA,NA,-26.5499083036191,117.020870889941,"D",0
0,2020-09-01 18:39:46.918664,NA,NA,NA,-21.3031560358668,129.032194211875,"N",0
0,2020-12-18 17:46:48.796609,"Red Cliffs","Victoria",3070,-33.7496659680438,143.78979212288,"N",0
0,2020-05-24 19:20:57.569546,NA,NA,NA,-29.1112041783422,138.72980998205,"D",0
0,2020-04-18 20:03:59.679779,NA,NA,NA,-22.5542267297696,129.579477729475,"D",0
0,2020-09-07 21:15:06.078157,"Roxby Downs","South Australia",3671,-31.2139737909265,136.606969890452,"N",0
0,2020-08-30 08:37:04.901784,NA,NA,NA,-20.6504817527804,140.041510136873,"N",0
0,2020-12-29 21:11:09.654887,NA,NA,NA,-27.825824430376,125.006483238621,"N",0
0,2020-11-30 20:44:13.054508,NA,NA,NA,-22.2088502554507,127.747704012126,"D",0
0,2020-07-18 20:27:32.850935,"Maffra","Victoria",4548,-37.3486965781567,146.841217096211,"D",0
0,2020-06-20 19:38:54.492102,"Horsham","Victoria",15134,-36.1496849715533,142.002420765994,"N",0
0,2020-07-25 09:06:25.759207,NA,NA,NA,-25.5489936038014,133.946356753974,"D",0
0,2020-05-04 08:54:04.998452,NA,NA,NA,-20.1029390858106,135.259655913038,"D",0
0,2020-02-15 20:57:31.049999,NA,NA,NA,-28.0535107430758,141.671769098529,"N",0
0,2020-12-27 19:30:20.635858,NA,NA,NA,-31.4406611335509,125.214586959984,"N",0
0,2020-05-21 12:36:03.178226,NA,NA,NA,-28.510350956353,132.871368369256,"D",0
0,2020-06-12 20:46:53.301769,"Moama","New South Wales",7213,-36.2918349218329,144.561754601128,"N",0
0,2020-10-11 08:48:17.724599,NA,NA,NA,-30.8855830424801,125.696007554011,"N",0
0,2020-10-11 09:44:18.278624,NA,NA,NA,-24.5905453696693,118.577224472858,"D",0
0,2020-10-14 19:55:33.395561,NA,NA,NA,-18.9241576212977,136.810838622278,"N",0
0,2020-08-30 06:50:43.80614,"Port Augusta","South Australia",6562,-31.9962626768636,136.463496165487,"D",0
0,2020-12-27 17:48:11.496615,"Paynesville","Victoria",3480,-38.0306487423714,147.557629847938,"D",0
0,2020-07-06 09:07:26.113008,NA,NA,NA,-28.1671319790958,131.808002392773,"N",0
0,2020-03-01 18:37:26.190587,NA,NA,NA,-25.1312573331277,139.605004900153,"D",0
0,2020-01-14 20:00:57.273178,NA,NA,NA,-25.8540497886155,122.020679401153,"N",0
0,2020-09-02 19:38:51.10205,NA,NA,NA,-17.5926810658221,125.192073829301,"N",0
0,2020-02-25 16:36:48.425498,NA,NA,NA,-19.8201930833218,134.045667433325,"N",0
0,2020-10-15 20:35:14.533485,NA,NA,NA,-27.8626744798055,122.92417935825,"N",0
0,2020-03-05 10:48:21.44321,NA,NA,NA,-30.9350006334945,134.001770313915,"N",0
0,2020-05-24 20:46:51.354293,NA,NA,NA,-29.4957093691008,120.125241480046,"N",0
0,2020-06-21 09:54:06.262956,"Inverloch","Victoria",5437,-38.840570253336,145.97260651653,"D",0
0,2020-07-07 09:15:16.729906,NA,NA,NA,-25.2652013045152,126.169220076768,"D",0
0,2020-12-25 08:25:01.415692,NA,NA,NA,-23.0599064160341,116.735844178427,"N",0
0,2020-09-25 20:12:10.828554,NA,NA,NA,-28.3759483424309,137.54541418055,"D",0
0,2020-02-19 21:23:05.744195,NA,NA,NA,-23.3513701920621,126.700141920333,"N",0
0,2020-08-22 20:18:36.855609,NA,NA,NA,-15.4522010559568,125.037294887332,"D",0
0,2020-10-13 20:53:07.700314,NA,NA,NA,-16.6059815223761,134.484150246791,"D",0
0,2020-11-15 21:48:17.385349,NA,NA,NA,-24.3891983888289,132.086064741489,"D",0
0,2020-03-05 10:52:03.407604,NA,NA,NA,-22.2504488622057,142.320263810765,"D",0
0,2020-08-10 20:10:25.525413,"Innisfail","Queensland",1091,-18.6106140592488,145.061076421736,"D",0
0,2020-08-16 17:58:13.939979,NA,NA,NA,-17.8203527116499,133.864834345794,"D",0
0,2020-08-18 08:25:36.964675,NA,NA,NA,-24.9222278423849,138.460611799531,"D",0
0,2020-01-20 10:01:56.23527,NA,NA,NA,-20.4518763629388,120.410131406764,"D",0
0,2020-05-15 20:32:26.250578,NA,NA,NA,-25.1420502511262,135.049978552991,"D",0
0,2020-08-17 07:14:07.637702,NA,NA,NA,-33.6702117326351,143.822308153421,"D",0
0,2020-07-09 20:03:07.907074,NA,NA,NA,-16.0246883833089,129.489316859845,"D",0
0,2020-03-19 19:29:20.370622,NA,NA,NA,-22.9464534468126,116.974323294644,"N",0
0,2020-02-12 09:35:33.480137,NA,NA,NA,-27.4285990768295,134.614507056383,"N",0
0,2020-02-26 19:24:40.523386,NA,NA,NA,-23.0084965570579,130.874862604504,"D",0
0,2020-09-09 09:13:43.034217,"Port Augusta","South Australia",6562,-32.2144075348398,137.098756492096,"D",0
0,2020-12-28 21:15:01.411516,"Port Augusta","South Australia",6562,-31.6687663802507,138.826615363049,"D",0
0,2020-12-24 21:52:40.812909,NA,NA,NA,-20.2121615558371,134.0470319092,"D",0
0,2020-06-28 10:08:07.577857,NA,NA,NA,-21.8457310587699,143.543926374785,"D",0
0,2020-09-18 19:37:20.258641,NA,NA,NA,-31.0788025337802,128.429515521554,"N",0
0,2020-05-06 20:42:11.996423,NA,NA,NA,-19.1332091980354,130.148813863638,"D",0
0,2020-03-23 18:15:35.129931,NA,NA,NA,-29.5878911654856,132.441119404761,"N",0
0,2020-09-07 20:40:07.910303,NA,NA,NA,-21.011764327129,131.554243291777,"D",0
0,2020-02-23 09:31:05.565422,NA,NA,NA,-19.3572082052084,134.004709711738,"N",0
0,2020-05-11 10:15:40.619214,"Tura Beach","New South Wales",3158,-36.6852270979098,149.564933790198,"N",0
0,2020-08-18 06:21:05.335517,NA,NA,NA,-31.6985717430806,123.339935503883,"N",0
0,2020-05-04 19:56:27.262381,NA,NA,NA,-28.179706266115,145.77081352653,"D",0
0,2020-09-18 21:04:00.690265,"Cowra","New South Wales",8254,-33.9525945537716,148.528389735716,"D",0
0,2020-07-14 08:51:02.29164,NA,NA,NA,-24.6112458295311,147.899011754807,"N",0
0,2020-02-29 18:38:39.049165,NA,NA,NA,-27.2916824938462,148.698724470744,"N",0
0,2020-07-06 19:37:37.581697,NA,NA,NA,-21.1348342662398,128.616504449441,"N",0
0,2020-09-03 21:01:50.598297,NA,NA,NA,-31.3524356490953,130.908739570233,"N",0
0,2020-10-15 20:44:03.86262,NA,NA,NA,-18.4823232070386,130.976199708968,"D",0
0,2020-04-18 20:28:17.635612,"Deeragun","Queensland",4250,-19.3123573470896,145.946280777791,"N",0
0,2020-03-28 19:18:02.566897,NA,NA,NA,-31.3692182073628,119.276845310241,"N",0
0,2020-12-10 21:31:40.336978,NA,NA,NA,-31.5179305391158,140.431943860198,"D",0
0,2020-08-14 19:06:25.051622,NA,NA,NA,-20.7677451495208,141.174683287353,"D",0
0,2020-05-31 08:44:36.730304,NA,NA,NA,-18.221021285762,135.417650089211,"N",0
0,2020-07-05 21:16:38.773377,NA,NA,NA,-24.6582203129089,122.216194753036,"D",0
0,2020-03-23 17:56:49.44758,NA,NA,NA,-26.3972314098957,119.847276350352,"D",0
0,2020-03-07 19:56:22.892107,NA,NA,NA,-28.981091067038,124.302478440572,"N",0
0,2020-04-23 10:30:31.015836,"Roxby Downs","South Australia",3671,-31.360837341103,136.539379907792,"N",0
0,2020-07-12 09:13:56.614416,NA,NA,NA,-26.2813088182158,131.339671091139,"D",0
0,2020-03-13 18:28:48.591718,"Perth","Western Australia",2141834,-31.9256232356044,116.515037005888,"N",0
0,2020-12-14 20:41:50.460642,NA,NA,NA,-23.5955458675526,113.800552400444,"N",0
0,2020-08-21 18:09:14.71608,"Ballarat","Victoria",116201,-37.3390300184106,143.788874354319,"D",0
0,2020-08-26 10:02:20.223473,NA,NA,NA,-30.4131888067814,124.678825090909,"N",0
0,2020-04-06 19:37:12.326173,NA,NA,NA,-26.549204579626,135.371683990874,"N",0
0,2020-12-05 10:10:32.542215,"Australind","Western Australia",14539,-33.4995209000182,115.585130651703,"D",0
0,2020-10-21 21:15:02.905708,"Stawell","Victoria",5627,-37.407596690635,142.810912240763,"D",0
0,2020-12-12 18:45:47.189304,NA,NA,NA,-29.7473827188528,125.622161664435,"D",0
0,2020-09-11 08:47:28.536678,NA,NA,NA,-20.9733727387412,123.276453935882,"D",0
0,2020-09-28 21:00:47.899896,NA,NA,NA,-15.6817896408875,130.210254178728,"N",0
0,2020-03-23 19:20:21.14363,NA,NA,NA,-26.6776576080785,118.711566587984,"D",0
0,2020-04-22 18:00:30.804483,NA,NA,NA,-24.2018674384351,127.520384916644,"D",0
0,2020-02-05 20:39:18.41398,NA,NA,NA,-28.8041940964245,128.597068971979,"N",0
0,2020-02-28 20:45:49.930359,NA,NA,NA,-26.2489433306738,149.943220765132,"D",0
0,2020-03-28 21:04:38.779926,NA,NA,NA,-25.7660157003085,140.045776140206,"N",0
0,2020-08-16 19:18:54.290962,"Roxby Downs","South Australia",3671,-30.2339681880991,138.019073035944,"D",0
0,2020-06-20 21:53:50.531752,NA,NA,NA,-20.7413556377312,131.939241667091,"N",0
0,2020-06-24 20:30:40.680673,NA,NA,NA,-26.626733208702,113.95325366164,"N",0
0,2020-12-01 19:44:37.325161,NA,NA,NA,-25.0387596601523,141.319257126261,"N",0
0,2020-07-30 21:04:00.815079,"Cowra","New South Wales",8254,-33.9826578776891,148.48046327699,"D",0
0,2020-01-24 07:28:55.433362,NA,NA,NA,-20.0222754233476,122.549443767349,"D",0
0,2020-10-12 20:28:39.534688,NA,NA,NA,-25.6925772333803,121.60168947486,"N",0
0,2020-03-17 20:27:33.525356,NA,NA,NA,-21.4666165455965,140.545111683318,"D",0
0,2020-08-18 07:25:21.945719,NA,NA,NA,-21.8616047088242,117.149173520304,"D",0
0,2020-10-18 21:09:25.566306,NA,NA,NA,-29.2980313633082,135.079500923276,"D",0
0,2020-01-09 19:36:16.207953,NA,NA,NA,-14.8493038933625,128.319260719075,"N",0
0,2020-09-28 20:24:22.963407,NA,NA,NA,-25.4503627576147,124.330781606186,"N",0
0,2020-05-11 10:17:41.823117,"Red Cliffs","Victoria",3070,-34.0674842279526,142.572260436435,"N",0
0,2020-11-14 19:31:31.346457,NA,NA,NA,-21.98269606657,126.733141919704,"D",0
0,2020-03-26 19:13:43.829659,NA,NA,NA,-26.8245971256289,132.481059103891,"N",0
0,2020-09-18 20:42:10.149157,NA,NA,NA,-27.346600321492,131.23656336215,"D",0
0,2020-01-17 09:03:22.008865,NA,NA,NA,-21.3696527507195,130.190371338269,"N",0
0,2020-06-06 08:53:12.864162,NA,NA,NA,-31.14266691044,135.158697193742,"N",0
0,2020-06-03 09:52:47.440312,NA,NA,NA,-26.4682030668458,121.133795897687,"N",0
0,2020-04-22 18:01:57.411278,NA,NA,NA,-24.1939919069397,115.921596080448,"N",0
0,2020-08-17 20:45:47.713096,NA,NA,NA,-24.8915949697578,128.626226801368,"N",0
0,2020-03-31 20:01:08.372584,"Mooroopna","Victoria",7942,-36.355362245006,145.57450246612,"N",0
0,2020-05-02 20:43:31.691721,NA,NA,NA,-25.8465483583607,121.541562089611,"D",0
0,2020-02-15 20:54:47.53949,"Armidale","New South Wales",21312,-30.5007230843482,152.055218186462,"N",0
0,2020-05-23 17:36:03.956984,NA,NA,NA,-23.999906804357,139.464392687263,"D",0
0,2020-05-23 17:27:59.818161,NA,NA,NA,-18.2411178025741,131.678322154145,"N",0
0,2020-02-18 08:27:11.521662,"Gilgandra","New South Wales",2417,-31.3879831880079,149.551404684526,"N",0
0,2020-07-16 19:46:36.560996,NA,NA,NA,-29.8549672194101,126.720172167649,"N",0
0,2020-09-18 19:43:22.862524,"Rasmussen","Queensland",4456,-19.838054081887,147.371305454553,"N",0
0,2020-04-23 09:45:28.969177,NA,NA,NA,-23.5933092553584,126.132248653605,"D",0
0,2020-08-28 19:08:49.158393,NA,NA,NA,-28.4514170473854,131.301548644948,"D",0
0,2020-03-24 18:52:16.514434,"Boulder","Western Australia",4825,-31.1649435566859,121.567921268172,"N",0
0,2020-05-29 09:20:35.913823,NA,NA,NA,-26.9797050100336,147.070547039656,"N",0
0,2020-06-08 21:19:19.188479,NA,NA,NA,-27.1683176648003,122.693765711665,"D",0
0,2020-01-26 20:52:39.040892,NA,NA,NA,-26.1906785149081,116.537098661506,"N",0
0,2020-09-10 20:20:00.282475,NA,NA,NA,-24.9117381048355,114.641363481926,"N",0
0,2020-10-13 09:12:33.589461,NA,NA,NA,-18.4189662334249,128.616474100695,"D",0
0,2020-03-19 08:53:09.8659,NA,NA,NA,-25.8684166744032,145.910697125976,"D",0
0,2020-07-14 20:46:47.373851,NA,NA,NA,-24.4507125257367,135.398887286084,"N",0
0,2020-06-07 19:52:26.310718,NA,NA,NA,-17.4775710824723,129.923128795224,"N",0
0,2020-02-26 20:38:52.265643,NA,NA,NA,-28.2155262819499,122.445557883397,"N",0
0,2020-10-16 20:27:28.72591,NA,NA,NA,-30.9555079048783,119.103576685126,"D",0
0,2020-02-25 09:23:16.564296,NA,NA,NA,-21.4580907452662,142.393041171575,"D",0
0,2020-06-30 08:45:33.63508,NA,NA,NA,-27.9389126400547,133.810227416182,"D",0
0,2020-11-25 20:45:16.625475,NA,NA,NA,-24.5434346932396,131.388689917385,"D",0
0,2020-10-23 09:08:53.720216,NA,NA,NA,-21.1980641298126,140.686519061455,"D",0
0,2020-06-28 20:08:35.452697,NA,NA,NA,-23.0057591211632,122.663884055315,"D",0
0,2020-04-05 21:24:04.775635,NA,NA,NA,-27.2793239618295,127.47777707566,"N",0
0,2020-05-17 20:42:38.124024,NA,NA,NA,-28.8635916385148,122.23751771643,"N",0
0,2020-06-03 10:23:03.027108,"Cobar","New South Wales",3369,-32.1526839739621,145.935661049038,"N",0
0,2020-07-02 09:44:13.011837,NA,NA,NA,-27.190901607158,144.743861652209,"D",0
0,2020-11-28 09:01:48.739313,NA,NA,NA,-26.3463663553655,126.801881173783,"N",0
0,2020-08-29 17:02:22.842217,NA,NA,NA,-25.959276840701,133.842801961728,"N",0
0,2020-08-29 18:40:47.339339,NA,NA,NA,-20.7066267983086,134.143073972402,"N",0
0,2020-10-08 08:53:28.306716,NA,NA,NA,-28.7359177888061,126.384380874475,"N",0
0,2020-09-16 10:01:51.081084,NA,NA,NA,-19.2091034856795,126.399370063938,"D",0
0,2020-02-12 09:15:36.80861,NA,NA,NA,-22.378945212946,138.045332391484,"D",0
0,2020-05-10 20:14:26.572131,NA,NA,NA,-18.9595587100175,127.647585044505,"D",0
0,2020-03-19 08:45:43.892034,NA,NA,NA,-24.8059061011401,115.173203506194,"N",0
0,2020-10-11 09:01:15.685047,NA,NA,NA,-28.4545009440089,125.057509634416,"D",0
0,2020-08-19 18:30:06.672644,NA,NA,NA,-18.3585675629277,129.893167042539,"D",0
0,2020-09-01 08:18:23.138634,"Gilgandra","New South Wales",2417,-31.7436739907946,149.00140077652,"D",0
0,2020-12-01 19:42:05.526026,NA,NA,NA,-27.9260877882109,117.585675141402,"D",0
0,2020-03-24 20:38:21.506938,NA,NA,NA,-21.9916526572874,145.352326705638,"N",0
0,2020-01-10 19:58:31.598073,"Albury","New South Wales",4804,-36.4900893312115,147.539509398502,"D",0
0,2020-05-24 09:28:09.586863,NA,NA,NA,-31.9856612543019,140.253256803687,"N",0
0,2020-01-29 19:55:38.220676,"Charters Towers","Queensland",8040,-20.8619291223356,146.424061957688,"N",0
0,2020-06-20 18:52:28.097061,NA,NA,NA,-28.3415805388661,145.770453687817,"N",0
0,2020-01-20 09:00:32.066236,NA,NA,NA,-19.017922004673,138.13449152769,"D",0
0,2020-08-18 19:43:41.177727,NA,NA,NA,-31.7831925553555,128.732356628514,"N",0
0,2020-04-19 17:29:15.655621,"Seymour","Victoria",6569,-37.0854568231294,145.035205436476,"D",0
0,2020-03-10 20:19:43.649364,"Tumut","New South Wales",6230,-35.3284432500002,148.580040332156,"D",0
0,2020-10-04 19:31:24.526294,NA,NA,NA,-19.7255062490881,133.219194570072,"D",0
0,2020-02-07 20:07:47.290003,NA,NA,NA,-18.0723172937325,131.84156594213,"D",0
0,2020-08-30 18:05:50.656598,NA,NA,NA,-30.0994762980014,143.200685138877,"D",0
0,2020-12-19 21:31:07.350375,NA,NA,NA,-30.7733494321763,142.510786260013,"N",0
0,2020-03-03 20:28:35.125354,"Charters Towers","Queensland",8040,-20.346724078718,144.742384127256,"D",0
0,2020-10-25 19:57:41.151708,NA,NA,NA,-24.3251521399152,126.001521214635,"D",0
0,2020-08-26 20:32:22.636445,NA,NA,NA,-22.6215674659698,115.445574434671,"D",0
0,2020-06-12 21:17:31.119579,NA,NA,NA,-18.3920903793577,143.675369285443,"D",0
0,2020-05-04 09:28:59.3042,NA,NA,NA,-29.4295595003938,119.784943463655,"N",0
